cliente_id,nombre,apellido,email,telefono,ciudad,pais,segmento,fecha_registro,fecha_consentimiento,activo,data_owner,clasificacion_dato
CLI-00078,2dbe33913ae5d6b16a801119f5fa1c419620c26d1a456e01490d697eb9b12589,4e5f6ec2f73565b3a205fafff74e26bfebfe42bf6b198ffbc68fd8501c1d871d,b3ec5a314501c706333c9559f92ec5828a5927750e849b97ae78efadc2553955,N/A,Policarpa,Chile,B2B,2024-12-15,2024-12-16,True,crm@retailtech.co,confidencial
CLI-00079,07d046d5fac12b3f82daf5035b9aae86db5adc8275ebfbf05ec83005a4a8ba3e,626b208a365327e7ecd6ad5af2f39c8d08c2ad85a264bd0006450c4d034ba740,408e4f61b45b860effd3b9441c63db6377271b799cf5c6525a0f5821ee206787,N/A,Mallama,Perú,B2C,2023-07-08,2023-07-08,True,marketing@retailtech.co,confidencial
CLI-00080,10b05c446ea776cdcae1ab10f5dcdbad5eeb9250a8b6f62752e6d4e755850fab,92cf7b38d57db590920ba691ab3992c61e43595a5f73a9c56e86d3f32f132e43,863d51ed9dd0cdf02b867924548a7faa0497710d1d2050d8fd2f27c32d894d74,+54********1987,La Palma,Argentina,Premium,2023-06-05,2023-06-06,True,marketing@retailtech.co,confidencial
CLI-00081,52e8e47b38e854580afce4aade15dbd5ce0c0464da711afe71da123687d5a4cd,dee37c14b774a1ddd64c2c66fe7dba16993568fb53f3b6142f9be9563bcb6144,5e51fd05641b88d52f30f1ba5453877520224d7d509ae98e03889f504704290d,+57******1124,Silvia,Colombia,B2C,2024-06-19,2024-06-22,True,marketing@retailtech.co,confidencial
CLI-00082,96d9632f363564cc3032521409cf22a852f2032eec099ed5967c0d000cec607a,e97ad92640f905b114b31925194b32e68dba2c9a8e7bb2a9e6323020d11995b6,55b225204a690de98072d9f5ed698c6227cb1e1ce39ad3ab3922cb84c8cf2677,+52********4246,Tame,México,B2C,2023-08-01,2023-08-06,True,crm@retailtech.co,confidencial
CLI-00083,d994e1d001886fe5b45b1267bd1fa2b752ac50742579bd3dad7b2a2aa0ed6866,01cb5c9a4afa48fb74a0eca872b6085c00916eca09a7f35b23163d434da48280,ef4cb905fcc1219bcd3af955ad882c48edcb98f90bad0f038ff59e0143598b6c,+57********1560,Briceño,Colombia,B2C,2024-12-06,2024-12-10,True,marketing@retailtech.co,confidencial
CLI-00084,5c3fe36f076f02c1af2b490733535ef483228565c35dd3314cc64cd0e4a2229f,21522519fedf0f26620779ec6ced100ce57ae04362b068dc46e32041b85f7686,f2a57713e8d504f1f9098b8609108dc3b2234ba8a93650412ef2c8c441855d85,+56********3537,Gómez Plata,Chile,B2B,2023-09-28,2023-10-03,True,crm@retailtech.co,confidencial
CLI-00085,ee5cd7d5d96c8874117891b2c92a036f96918e66c102bc698ae77542c186f981,935d3a73d6319ee218bb7ad9d5ef0f213b6edf8282ea3ecb380ea46615672aa1,c5e450df4cd1ec8ea703adeca613983d790a5207f5c92abf419583acaaa8a407,+56********9138,Manizales,Chile,B2C,2023-05-26,2023-05-26,True,crm@retailtech.co,confidencial
CLI-00086,d86dc6e60b0632e30f2a78abe922c238e913dd5c74f76df6dc935f1ec73a5df6,fb634ef0d2486a4b01b7cac921f9bc168b3da91e97538dbbaf5029ea615e3f75,0ca1af842607dccc409c8512145b08a1753529a8cf6453d6b43d07f236582c5a,+54********1385,Puerto Lleras,Argentina,B2B,2024-12-06,2024-12-08,True,crm@retailtech.co,confidencial
CLI-00087,065352dc563af66945fc7d7bd865189d4f203f36d665678a0c56c72c2823e748,82042ef80d6214e32e9121ed8006c5441979b81e217de9195c3aa1e0e1036452,b33053c3856afecc8afc28c5b20322e9eca9806cb0d02f5ce35ee6e31e602e56,+57******6659,Manatí,Colombia,B2C,2023-11-27,2023-12-01,False,crm@retailtech.co,confidencial
CLI-00088,672b855426bafa33b0c00e7290b6eeb21d056c9e77579c52bf19e420b908784c,325a769b558828f73beb63e2951c3e538bc241e78a9603f2ca01c5fa4db1d8b0,86032eaf43356d898e5658477dd67bb7dd598cb6b4416d4b0d43226711b84fd4,+57******2928,Guasca,Colombia,Premium,2024-08-13,2024-08-13,False,crm@retailtech.co,confidencial
CLI-00089,45d7c42cb65265ae97c298d439c18e5293d6615a66627b382d04491113afd794,251f3fa6636c0fa518e70116014bf75d5f569aa4c554653c52624af801cd8a1e,13d410c3208ed36be33487438fca18bd1a7873437b8b6dfd51e49976ea5fc5cc,+57***1284,Guataquí,Colombia,Inactivo,2024-10-12,2024-10-15,True,crm@retailtech.co,confidencial
CLI-00090,69273e299db379faf16c9fc90f5676161c6bb699e82a7cc218894aa36d507e67,12177d721260a28ce46d8861f3870e4e875c0c97b73753fcda918fc6ae9e0492,1b9b8648c5b10c3a0b14c11896b8a407e33c2a4f08e6d4bee28dcb50df68625a,+54********5950,Salamina,Argentina,B2C,2024-12-11,2024-12-14,True,crm@retailtech.co,confidencial
CLI-00092,1a6c9a4f411b12708e1ba1dafe873c1ab93ff547503c6f307e6ac0515038b6a9,9e53d4ec6198005f205be6f5cc61234ebec42a3cb00fd14a7fabc6f944c7bb63,b1b090d0d2cee40dfdce51f389ede018e473fea79c24f02d7f4f61c3c532fb8f,+56********1379,Guataquí,Chile,B2B,2024-09-29,2024-10-02,True,crm@retailtech.co,confidencial
CLI-00093,a5d5c80011ed10f36d90316f3ee039003d4d47f911267fa52232f783ff39f4cd,b60416ef877a6787b5c0ef639100d228a146f160f322ae10ffc35b8695348cf3,a51d0b515edee647a1f78d6bcd324d8b00f98007b8822273c4be159f5785cb55,+52********7480,San Antero,México,Inactivo,2023-05-05,2023-05-05,True,marketing@retailtech.co,confidencial
CLI-00094,9eb6835cc95b053818b660bd9fc9f092a0b30cef89c1f0f17f469d5caa0ae617,df835dcf8d6c492c3d340604b9e58d8603d98cd5f90e754a3a85cf174488e17d,b515302a413f4dc0de6439f57624a0164aa025384a8e1e01729c1a79c64e2e03,+57******1831,Toca,Colombia,B2C,2023-08-19,2023-08-19,True,crm@retailtech.co,confidencial
CLI-00095,73e4935fcd6dfbc26aa88d49b1304bff6f1dfdcfaa021e72e73d06025286eb1c,c0ca046ad65c43a9609ba4c89fb48e31bc9df1e76ebd0035d24f505efbfd2dc9,910787c1a0c6dd7de34247f869644dc244aac4fccc2331817c4fe8cedb661b77,+57******7488,Florencia,Colombia,Inactivo,2024-03-01,2024-03-04,True,marketing@retailtech.co,confidencial
CLI-00096,d86dc6e60b0632e30f2a78abe922c238e913dd5c74f76df6dc935f1ec73a5df6,21522519fedf0f26620779ec6ced100ce57ae04362b068dc46e32041b85f7686,b68f9f299e6db54fd14ba97abaff1f88b259f88ba608e0f51b0af98a860af2a6,+31****9564,San Luis,Perú,Premium,2023-03-13,2023-03-15,True,crm@retailtech.co,confidencial
CLI-00097,d994e1d001886fe5b45b1267bd1fa2b752ac50742579bd3dad7b2a2aa0ed6866,b551896335d4ace6c9c76daf1167fff017fa18cab868214fbc3fa59662c7e9c0,2708393e655d293024f82ecc4f0eb047e6b38fcf0e9d5a946e0ffbafe894c056,+57******2165,Los Córdobas,Colombia,Inactivo,2024-08-24,2024-08-28,True,crm@retailtech.co,confidencial
CLI-00098,fcf0b6cedd43ba0a0f151a05c602ba7e3e148394ff3f3c35b63aff5f373b2b5b,64f7d47df593ab12a5ab8c99583a2f0785e781a66fc64d69cc502a0681fc2fb1,19ebf96d2ca110c46bdd9d6d190a35ad4997a559ae080cae1900a769df6f2c0c,+60****1945,Fuente de Oro,Ecuador,Premium,2024-04-11,2024-04-13,True,crm@retailtech.co,confidencial
CLI-00099,9f2a08fde416cef2158943241fee1dd8f3cca092afddef1d53ae82318e05f63e,4da9ef6966470329f41a4e5a9cbf43ecf5f25c6c0d020e5e9603640d04b4f990,5053bd17c880f6a952df493a5f62d30c430bdc660f21dfd2c0f44f609adeb228,+57******4956,Versalles,Colombia,Inactivo,2024-04-29,2024-05-04,True,marketing@retailtech.co,confidencial
CLI-00100,edd82ab3ecfe1ad7550fb74d2ae00211f13eb3bb9ef2d3030a16012854c7742a,831c70078130dd2772fe4f8dab8bd6adc51873cffd400702c96ef4267a7972cd,a5a600c7e0b26d86ea6ecbcef897f0cfadc41ba02123340014a4b0524dd4b51f,+57********6163,Tiquisio,Colombia,Inactivo,2023-05-10,2023-05-14,False,marketing@retailtech.co,confidencial
CLI-00101,4007d46292298e83da10d0763d95d5139fe0c157148d0587aa912170414ccba6,4da9ef6966470329f41a4e5a9cbf43ecf5f25c6c0d020e5e9603640d04b4f990,66f285109b4b253c8c2ded7366e5ff6713d89cc7cef007de1f0fa2e6dd9efc68,+32****7567,Villanueva,Ecuador,Premium,2023-05-28,2023-05-31,True,crm@retailtech.co,confidencial
CLI-00102,c6ce5f796115921afe158021f045e7c6d6820383191907ff6add8b3f502082a1,325a769b558828f73beb63e2951c3e538bc241e78a9603f2ca01c5fa4db1d8b0,552e31ea5bd517ff728e10851b53f32218ab0c71ad3a94de83908d321cc7fb0a,+57******5027,Lourdes,Perú,Premium,2024-10-27,2024-10-27,True,crm@retailtech.co,confidencial
CLI-00103,91f51a111b38aa1750d07c04858f9e707e8bbd3ba56a6a4b8019d04101fe1112,325a769b558828f73beb63e2951c3e538bc241e78a9603f2ca01c5fa4db1d8b0,dda3c47ddeb2e4384d68ba2e70d636c7366e658e1f239fdfc8832473c822952f,+57******6480,San Martín,Colombia,B2B,2024-07-08,2024-07-08,True,marketing@retailtech.co,confidencial
CLI-00104,239127e09157cbafb6212123b102aa1103241946b3684c232c44b8367c3a4d47,eda06e5e9f54890e4c81e034081887a708f66c0fdbbfbd17c1356bf4e57835f9,89bcd5a4a1d98fc077aaa8fb5e777c51820e22192796083972643cc22de2e248,+57******6579,Mocoa,Colombia,Premium,2024-10-10,2024-10-15,True,crm@retailtech.co,confidencial
CLI-00105,4bdbc215d8dc3c571e802a69bced0c3071cc4a1f129ad97e15b357018aac6cd4,35ede0058a578a8ed050bc5cb42df09ca7274c3b4d6e82956db4749f8c78e59a,0ed5e5dcb5ede0af7dc40b09839b79fa7d17e9424bf74a4a68841a2254a97b26,+57******1761,El Carmen de Atrato,Colombia,B2C,2024-01-03,2024-01-05,True,crm@retailtech.co,confidencial
CLI-00106,7cadbe72fe5e07be29f4c76dfb4d99f4c6a9a78212e730d5933937c0cb8419ba,251f3fa6636c0fa518e70116014bf75d5f569aa4c554653c52624af801cd8a1e,032e505d34c9d1f5b4eb45867da2445ace351cc398200773a87708a4bab08dac,+54********6285,San Carlos,Argentina,B2C,2024-09-26,2024-10-01,True,marketing@retailtech.co,confidencial
CLI-00107,00e48a815525529ba9d33f8761a167588fe00c47bc82f515cf791c482ed99ecc,779c3877766feb024367566823c3808acca4df4448d699cbec74d14cbdb9c55d,e4eaba4f31d487939d89898123c5ce29569263e2fd1af6a6474c0c11d17092cd,+57******0988,Puerto Nare,Colombia,B2B,2024-04-21,2024-04-23,True,crm@retailtech.co,confidencial
CLI-00108,18678c288514e83a4b1e98b3ce6d7cddef00ecf945ee3e3fcf3511506d2db667,df835dcf8d6c492c3d340604b9e58d8603d98cd5f90e754a3a85cf174488e17d,bd381e86f658390e23d2364efc975c2ed868f68a17bf635067aff8bb008df6a2,+57******1230,San Felipe,Colombia,B2C,2024-12-07,2024-12-09,True,crm@retailtech.co,confidencial
CLI-00109,59195c6c541c8307f1da2d1e768d6f2280c984df217ad5f4c64c3542b04111a4,313ce7d71787960e3bb5f8258c173ae466b4e08e1e7d24b9c7a5ba81c9a02d96,ffd7302ad27c0c7c872cffbe986568afa4324c2d117b9b0ded218ca7b8ea0c40,+57******8394,El Zulia,Colombia,Inactivo,2024-08-11,2024-08-13,True,marketing@retailtech.co,confidencial
CLI-00110,ed08c290d7e22f7bb324b15cbadce35b0b348564fd2d5f95752388d86d71bcca,f61a9ab71425e64b8c8372ae97ba4854d92191372e41e8c982d8125f20059e87,03cb1a1d8c3aafcf0a2408b340815d4f20050e4707d133a47081d5cb68b4673d,+54******1894,Condoto,Argentina,B2C,2024-09-12,2024-09-17,True,marketing@retailtech.co,confidencial
CLI-00111,24d4b96f58da6d4a8512313bbd02a28ebf0ca95dec6e4c86ef78ce7f01e788ac,0aa949d93f59aacafa1ea3b842d4866ffedd6c5b1fecb7293f9f2060ffc6e8be,4082cb71b2eba2c198d620ce1cd0f3fc34f189e098f2f48c7450bf35864cdf08,+52***3374,Chinácota,México,B2B,2024-09-27,2024-09-29,False,marketing@retailtech.co,confidencial
CLI-00112,2dbe33913ae5d6b16a801119f5fa1c419620c26d1a456e01490d697eb9b12589,ad321a21e537233f2cf61e749c48dba9461f84dec289e418ab8f9d73d6c83125,f784912cca0e6f07f16ce6cd22eb1169933445b1233e2cf58340d81589a91c02,+57******0123,Medio San Juan,Colombia,B2C,2023-11-13,2023-11-16,True,marketing@retailtech.co,confidencial
CLI-00113,5368bcbc33b06c10c7c7be3fdff8656294d1d476e19c61ce9cc6b6daece148ca,494f568dfe19af73bbd45f33519e4a8f5e6114e82b5068d92ebbeb86b0a99313,8e28bd4ad4f8af1821684cc6b3a6617fbc4c8f1d5777cfcbaa0fe1fd74500590,+57********2938,Sahagún,Colombia,Premium,2023-05-16,2023-05-20,False,crm@retailtech.co,confidencial
CLI-00114,d994e1d001886fe5b45b1267bd1fa2b752ac50742579bd3dad7b2a2aa0ed6866,d24e913a4107af875dc2ac3d419798f3794d00434e5059fbb68ac8d33626eaee,afd28bd0b86a89ca521ec9e65a498427ec555b671ac7517e0f2d81e8bb7b9e6d,N/A,Marulanda,Chile,Premium,2023-10-30,2023-11-04,True,crm@retailtech.co,confidencial
CLI-00115,a1f478977aa8f3ffe6575f9437c6da37df4d804a3d0abfe8ffbe727069949eb3,f3d8f6ef539025ac9ace9265e1d7ae4f12528fc8c9bd1c33e3c0478b56710fa1,d7b9cd04bb0a98a0d81f1abceaef3073d3bec28d4fa3e5761dbd93eb29e11ef4,+57******2451,Galán,Colombia,B2C,2024-07-24,2024-07-26,True,crm@retailtech.co,confidencial
CLI-00116,d2caa82cdb5a0a33f42b812083c4a4c5195805f5be2058cd9e8aec9ab6589bba,313ce7d71787960e3bb5f8258c173ae466b4e08e1e7d24b9c7a5ba81c9a02d96,3d246390a3e8c02422b08826915b72c3ff62e94b416b54066b493a60ba7829b7,+54********0821,,Argentina,Premium,2024-08-21,2024-08-24,False,crm@retailtech.co,confidencial
CLI-00117,5f3d6952c5c5e22077fabf461de80f1ce475752fe75afcf5ca46bac438405619,ff7386f91eb664845af53682fced7c6e0a7e67bf7aaae83e6c79606cd95c317e,1c5de1354ac6b16a32257c4713568248e65bd7357f69d474ebcd7ffc1ca3bee3,+52********1317,Cravo Norte,México,B2B,2024-09-16,2024-09-17,True,marketing@retailtech.co,confidencial
CLI-00118,24d4b96f58da6d4a8512313bbd02a28ebf0ca95dec6e4c86ef78ce7f01e788ac,d68cc2c226778f145f7204b8acca524e498b56bfa69ce9ffad48933ec6d7aff1,f5c9012d865c0e1f444359de1ca8795ed3e87038f0c626a378dcfbf3400a0d7c,+57********6832,Río de Oro,Colombia,Inactivo,2023-02-08,2023-02-10,True,crm@retailtech.co,confidencial
CLI-00119,7b85175b455060e3237e925f023053ca9515e8682a83c8b09911c724a1f8b75f,626b208a365327e7ecd6ad5af2f39c8d08c2ad85a264bd0006450c4d034ba740,22d625b68bef0361458c90404d446ddb6987ddafdb69c04efb6ac85bb2540fc1,+30****1966,Pacoa,Perú,Premium,2024-08-24,2024-08-29,False,crm@retailtech.co,confidencial
CLI-00120,46ef0cc3d564319ee50375e373c25d8ed7ab1b3505eb6f93f21ded0086d58108,12177d721260a28ce46d8861f3870e4e875c0c97b73753fcda918fc6ae9e0492,2626da6f1213c0f4b06cc90ee08b914fefe8c6af4b23b18003beab2fc42d2939,+57******6734,Sonsón,Colombia,B2C,2023-02-03,2023-02-08,True,crm@retailtech.co,confidencial
CLI-00121,b271dbbaedd8262b2258aecd6614a9687a02eeb5ba8cbd52b2bb43ce1134660f,55b83fc7de329edefe20844f5dde5413b5ed0876a8adfdbcf931ce12645becb4,b63f395cd0a6a748f57e07527e0390d247a6b49aaf0d5296a0419085d9ada60d,+57******0800,El Espino,Ecuador,B2C,2023-03-04,2023-03-07,True,marketing@retailtech.co,confidencial
CLI-00122,d86dc6e60b0632e30f2a78abe922c238e913dd5c74f76df6dc935f1ec73a5df6,01cb5c9a4afa48fb74a0eca872b6085c00916eca09a7f35b23163d434da48280,9f37b9627df894ded0377a66efa67b07f4161a8802c9bd93eee736ad00d06ff7,N/A,Milán,Colombia,B2C,2023-02-21,2023-02-23,True,marketing@retailtech.co,confidencial
CLI-00123,935b0a04ca6e109294f6b89bde9139ddb328753dbaf0b39bc08dd3a6e227a687,e16e594c2c24d0bd5b16b397b5b8fea0b69c8d55fb23043a0b6785c721371573,9ab3d4edc23167c85260ecd027f0c0dc131a2a90296f0d3a29484a4c44e44954,+56********2849,Fuente de Oro,Chile,Premium,2023-08-27,2023-08-29,False,crm@retailtech.co,confidencial
CLI-00125,395acd169ca407da8ba4ce63046bbea547468235c2823b28d28a4d66f1bd7bb6,325a769b558828f73beb63e2951c3e538bc241e78a9603f2ca01c5fa4db1d8b0,9b0a34dbba5aa3fad22d0b611e3275ded6defef1586f03b60295e0533f6b0ff9,N/A,Almaguer,Colombia,B2C,2023-09-29,2023-09-29,True,marketing@retailtech.co,confidencial
CLI-00126,cca457407f24b80c72d89dd061837112cb99a0aa050c155514b320b7aaffe95c,c7f6d322bc205f26de153999e8d923b63b9261ce34bcb0ef1b9c711f843e05d5,ecc55b4737814e30921eea4a8800b89b56b5a805b4a88c2318c378ecaae4cf7a,+52********9232,Amalfi,México,B2C,2024-04-07,2024-04-11,True,marketing@retailtech.co,confidencial
CLI-00127,37755b1afe16a4973d4d2208c4a7dea45e2e5772015dc3d34e04eeed77f58591,4da9ef6966470329f41a4e5a9cbf43ecf5f25c6c0d020e5e9603640d04b4f990,3f2e277b35eb279d8f63e2b788657b8a782a6424d0b8ccab509373677d560e08,+57******3732,Carepa,Colombia,Premium,2023-03-04,2023-03-07,False,crm@retailtech.co,confidencial
CLI-00128,edd82ab3ecfe1ad7550fb74d2ae00211f13eb3bb9ef2d3030a16012854c7742a,472b12536fa561110276999950d46365f35d375c73f8e9617de0ec13762463a5,3b33fef54c2c7a68cdeec4d18d7d460787ef9de41f7de6b3d2091d635da77243,+57******9550,Mahates,Colombia,B2C,2024-09-14,2024-09-15,False,crm@retailtech.co,confidencial
CLI-00129,3f1e7611d17b5c118bf41f890dfb9ed4465372fb8a42b2bb1856796ede67c447,76c467c97c151dc4921aa2006d6b309be455c2ee384005c1c790f796b58b29f9,88dc9ca46f7a54875b89619470a25808b3e6d54f01b63e2eb22fa1e934798051,+57******0137,Pueblo Bello,Colombia,B2B,2024-04-09,2024-04-13,True,marketing@retailtech.co,confidencial
CLI-00130,acde71f9580d4308b508d2f078ae3d7bf0a891e56b288bb400536a1c727c1a23,d68cc2c226778f145f7204b8acca524e498b56bfa69ce9ffad48933ec6d7aff1,bea56aa7f7f779bed0c56ea90adb1980ba7aea3d00935749250be0401b8b0bb6,+57******2354,Campamento,Colombia,Premium,2024-03-16,2024-03-19,True,crm@retailtech.co,confidencial
CLI-00131,38bc14a268a3da3ecf3db0c08a82726c246193ba3e964c9165690e17fbffdb88,f830720f3e3bed7436b244a9c9b13c0e778c777ff84b72d4c06d6f9b2f1ae455,dc3b4fc448f58b1856670f187d55705aca480ed95e0dce5ca925b4c574c31507,N/A,Puerto Lleras,Colombia,B2C,2024-11-12,2024-11-14,True,marketing@retailtech.co,confidencial
CLI-00132,72099cb2f0e789a71d57261a6c3d384ec6f119b4561d1169aebd1a3adbf11df4,4dd1d4d99d1a1357bd8cef658d5c327114713b75e9cab8c89c0d43ae34fdb921,085f66944e39e820beadd419e4afaac6c0346b2ffd6030fd3365bba30807360f,+57******1841,San Diego,Colombia,B2B,2024-01-17,2024-01-18,True,crm@retailtech.co,confidencial
CLI-00133,b983e26b1409ccf1698fa1cc5bc80caa873ada20c1f79fe46ef919aa44072fc8,3e4fbf32cf16c6a85bcfa2c8fa8872289fad2b1fe932ddd0534709b0e80c8787,07a5ad2458b7fb83c0fd6eb583961e278c85987017238a7a0abee23df7dcd9f8,+57***4341,Magüí,Colombia,B2B,2023-02-22,2023-02-24,True,marketing@retailtech.co,confidencial
CLI-00134,b7defeadbe01293b070bedf8136c4886081fdb8a25af19792c157636d7f055ff,f61a9ab71425e64b8c8372ae97ba4854d92191372e41e8c982d8125f20059e87,7ca9a7f32ebc69f6ecc987fa1c677e2f287b261f9054de79fecebfd084c1f8c5,+56********6598,Samacá,Chile,B2C,2023-12-25,2023-12-29,False,marketing@retailtech.co,confidencial
CLI-00135,4ee3679892e6ac5a5b513eba7fd529d363d7a96508421c5dbd44b01b349cf514,4d45fc3794ac40e88f8251c08c62e2985aae539b3aa8dc524bd883e2646a5f6e,a63fc947345781e2ffb8ab5adb955987d3bb632e22b9e8cc8cfb3dde80551f0d,+57******3775,Toledo,Colombia,Premium,2024-09-15,2024-09-20,True,marketing@retailtech.co,confidencial
CLI-00136,173b7b3ee01aafddf73b807206f36da68bfac1b2e8a4dc64cb1f117b28490bb7,b6e81b71ac210e45b216fccb3302f1ebc798947ba9ddca6b83ed1ddc63b2ff70,fe6e6a337750bde2857a9062461f5853281826d582b6d8f16988deeb0a2db2bc,+57******7112,Tibirita,Colombia,B2B,2023-07-05,2023-07-06,True,marketing@retailtech.co,confidencial
CLI-00137,38bc14a268a3da3ecf3db0c08a82726c246193ba3e964c9165690e17fbffdb88,93722a04fa35a4daf711970c7bc4ad6a66eb690236929f5449e3323db268d610,a344f75af0f206fe5cb9ba80c20e3cb45934f5daaa5135ac0faf508ef13b5928,+57******4941,Vergara,Colombia,B2C,2024-01-21,2024-01-24,True,marketing@retailtech.co,confidencial
CLI-00138,e1c9aececb3c4b085cc1c0a3b19a681cf8f672ea77c2cf95eb716d75db35a2fe,a8f065cd130e20e07b2e3ef104e9393e286a9070ea80d80eb57e699d6e31f562,e3b0897fed85133752b60d7fca2f48cc7572c5b452f5ad09ba4afba10641f23d,+57******7134,Calamar,Colombia,Premium,2023-06-09,2023-06-10,True,crm@retailtech.co,confidencial
CLI-00139,69db31976ead37b85cc42a49c95fd06eec99cfd9b7ff219a25c0f59cb4049343,4da9ef6966470329f41a4e5a9cbf43ecf5f25c6c0d020e5e9603640d04b4f990,aee307a63812d7ca4df6f81eaa907efc2c0bf901f5225d0e6518181532fa8158,+57******5290,Armero,Colombia,Premium,2023-10-07,2023-10-08,True,crm@retailtech.co,confidencial
CLI-00141,4ea7ea4917057a1fcbb3bffdb673602d9b961ff14b239cc7a8d96933b8a18b51,f1040667690b8d2ea1391654e82d2e4c1cb334b78b9c717d70b40c6043c7140c,bcc12759980543738e3c13d9f899ee302ff39d4fec4f3f290e8c8c2450e3c0e0,+57******3046,El Carmen de Atrato,Colombia,B2C,2023-10-24,2023-10-26,True,crm@retailtech.co,confidencial
CLI-00144,663ebe1f63b2600bcfaa3d8521bdcc4ff0833440eb5935234f369d9484dbdf07,1197019aed67eaf89c3c3ade7788071680c6f267f7084b3e810dcfdb20abfb62,8de0d8d1f3d947878f086dcfe98ecdfcb912eff2c838063ec92f660a75f4eff3,+57******5751,Policarpa,Colombia,Premium,2023-04-01,2023-04-04,True,crm@retailtech.co,confidencial
CLI-00145,8849853b957fe153b7056d0e7d65f99fb21070daf5122ddf1d7c942d4643c33d,fb07cc2f0cbb0723e6e6e5e4cc9027589923229c6ba6f01c05a563000f4b615e,1a5f39dcdf834f3dd653a0d9e2dfdb1ddef65855ad585e21e7d922bc875496ff,+57******1942,Montelíbano,Colombia,Premium,2023-08-15,2023-08-17,True,crm@retailtech.co,confidencial
CLI-00146,5b8a0c33520fb6df6301f1e047799189e7f3ceb5bd1f88038e6c73d3bb08908e,9a8b3be6af2a6027774460d1a7e60e1018009e44adfd69c2506cfd83c337870e,a3d1bde81e02b9c1f4da76ae31ae27d14ada419c4c0e86aadf8bd78012df98a1,+57******1297,Chinú,Colombia,B2C,2024-10-22,2024-10-23,True,marketing@retailtech.co,confidencial
CLI-00147,6d588db5b668cf12b95344fe091749cf77351073ea76d88693203aecf0466a3c,f61a9ab71425e64b8c8372ae97ba4854d92191372e41e8c982d8125f20059e87,5b603bf6ab8d8d22a39c0f6576da0ac04ff3904fccb583a1c6ecac68a44d340d,+57******0175,Cumaral,Colombia,B2C,2024-10-05,2024-10-08,True,crm@retailtech.co,confidencial
CLI-00148,07d046d5fac12b3f82daf5035b9aae86db5adc8275ebfbf05ec83005a4a8ba3e,b6e81b71ac210e45b216fccb3302f1ebc798947ba9ddca6b83ed1ddc63b2ff70,5b779e3bb8ad602a786052caa837ca5f509ea81d5146e8f8a5637d6aade356d1,+57********2059,Ubalá,Colombia,B2C,2024-10-04,2024-10-06,True,marketing@retailtech.co,confidencial
CLI-00149,25b24710f35f03058670da65ef1f1bfb994957ff40065b0fa92457df2d967a07,4da9ef6966470329f41a4e5a9cbf43ecf5f25c6c0d020e5e9603640d04b4f990,114f42fe19185d8abfe544760dc393b0103a45e5aed1d0fc4f83f30d5ca79edc,N/A,Guatavita,Colombia,B2C,2023-11-14,2023-11-17,False,crm@retailtech.co,confidencial
CLI-00150,7b85175b455060e3237e925f023053ca9515e8682a83c8b09911c724a1f8b75f,79aaae50f5e4f0fe38babd1a659b783d688c6e9c8153d32f7adb600beb959a3d,02bfcac98db9fa44360cdd79d05aa5264f782042a3eb50efbb7791283fe8e2b3,+56***4059,El Charco,Chile,B2B,2024-04-18,2024-04-22,True,crm@retailtech.co,confidencial
CLI-00151,028576b71b246afffa7254a6c4cb535eea9a37e1477843d476be73e0ef4704f4,92cf7b38d57db590920ba691ab3992c61e43595a5f73a9c56e86d3f32f132e43,ba9a732acd4cc8e7b6c35c15fed5d73bc40837a04b0b08a8723ad0bbdec0450e,+54********9286,Sabanas de San Ángel,Argentina,B2B,2024-09-11,2024-09-14,False,marketing@retailtech.co,confidencial
CLI-00152,eb5094069f5e287ad7cfce5fc944f1c6565da2481af83fd5c24568e2481d09e3,f90caad753e66639c230e2defc9c9a2eca06340fb8ecb2a564a5c2a59f7c4ed9,e77f8ff450598b42cce37055e9e4461a2665ca4749515818c1a6efd1935a819b,+57******0596,San Pablo,Colombia,B2C,2024-05-31,2024-06-05,True,crm@retailtech.co,confidencial
CLI-00153,6a61eb7383e868f226d30d31c95348371760d993de5a098747a36923bdcaf25c,4dd1d4d99d1a1357bd8cef658d5c327114713b75e9cab8c89c0d43ae34fdb921,d286ea0acde836ffdf58b7d790e04f7db17ea12e2f9d8d0c54386d2e46f677f9,+57******7432,Agustín Codazzi,Colombia,B2C,2023-10-17,2023-10-20,True,marketing@retailtech.co,confidencial
CLI-00154,0a4992ea442b53e3dca861deac09a8d4987004a8483079b12861080ea4aa1b52,7af62e490db9b76b964747347b44e7913e9b874d253d9d110ca9b5fcab1e23de,ae740d883110a63ad5dd5b9664f37a9b6b82379ff5c239ac7d98104e0881ece3,+57******4551,Sibaté,Colombia,B2C,2024-07-25,2024-07-30,True,marketing@retailtech.co,confidencial
CLI-00155,3d3fe0a4f21f77d4b3b1948eb83b4fac1f05a45610177b52cd0a3b5654ed9ee3,df835dcf8d6c492c3d340604b9e58d8603d98cd5f90e754a3a85cf174488e17d,b5ceced06d01e4aa7a07af095fba665c20b3dfccca0815d289dc599ddda2b697,+57******3847,Guayatá,Colombia,B2C,2024-08-19,2024-08-24,True,marketing@retailtech.co,confidencial
